"blog_id","blog_name","blog_description","blog_url","blog_author","blog_author_twitter_username","blog_rss_feed","blog_tags",id,blog_RSSCrawl_active,blog_last_post_timestamp,"blog_crawlingType","created_at","updated_at",hours_bw_posts_median,hours_bw_posts_average,"reason_for_deactivation","blog_thumb"
"thewiremannequin","The Wire Mannequin","This blog is dedicated to everything that makes a woman’s day whole. I aspire to offer you my own insight into the world of style, beauty and elegance","http://thewiremannequin.com/","Maya Moussa","twmtweets","http://thewiremannequin.com/feed/","fashion",254,1,1493884080,"","0000-00-00 00:00:00","2017-05-04 07:51:49",NULL,NULL,NULL,"thewiremannequin"
"playingwithfashion","playing with fashion","my life in clothes","http://playingwithfashion.com/","maya shokor","playingwithfash","http://playingwithfashion.com/?format=rss","fashion",255,1,1496208600,"","0000-00-00 00:00:00","2017-05-31 07:01:59",NULL,NULL,NULL,"playingwithfashion"
"elsaolaccessoire","Elsa O . L'accessoire","Elsa O. L'accessoire is a fashion ACCESSORIES blog that brings you the latest accessories trends, fun & easy tutorials and styling tips","http://elsaolaccessoire.com/","Elsa O.","elsaolaccessoir","http://elsaolaccessoire.com/feed-2","fashion",256,1,1506330000,"","0000-00-00 00:00:00","2017-09-25 09:02:05",NULL,NULL,NULL,"1479488232-elsaolaccessoire"
"tomfletcher","Tom Fletcher","British Ambassador to Lebanon","http://blogs.fco.gov.uk/tomfletcher/","Tom Fletcher","hmatomfletcher","http://blogs.fco.gov.uk/tomfletcher/feed/","politics",257,0,1438341000,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","tomfletcher"
"ageeksblog","A Geek's Blog","Movie Reviews, Superheroes, and Gaming","http://ageeksblog.net","Anthony Sargon","geeksargon","http://ageeksblog.net/feed","fim,media",258,1,1499278980,"","0000-00-00 00:00:00","2017-07-05 18:32:51",NULL,NULL,NULL,"ageeksblog"
"tabadoul","Books I love and others I get stuck with","I review books I read and I welcome other reviewers on the blog. 
Happy reading, everybody!
","http://tabadoul.wordpress.com/","Nino frewat","ninofrewat","http://tabadoul.wordpress.com/feed/","books,society",259,0,1423843200,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","tabadoul"
"ferrahka","Blonde Dusk","Style,Beauty,& Other drugs","http://ferrahka.wordpress.com/","","blondedusk","http://ferrahka.wordpress.com/feed/","fashion",260,0,0,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"ferrahka"
"notrecloset","Notre Closet","Two sisters ... One closet ! Between Moscow and Beirut, we present our biggest passions : travel, photography and fashion :)","http://notrecloset.wordpress.com/","","notrecloset","http://notrecloset.wordpress.com/feed/","fashion",261,1,1481181240,"","0000-00-00 00:00:00","2016-12-08 07:22:02",NULL,NULL,NULL,"notrecloset"
"mchebaro","مدونة مُباح","في زمن المحرمات","http://mchebaro.blogspot.com/","Mohamad Chebaro","mchebaro","http://mchebaro.blogspot.com/feeds/posts/default?alt=rss","politics",262,0,1388058720,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","mchebaro"
"khaledalameddine","Khaled Alameddine","Random Grumpiness. ","http://khaledalameddine.wordpress.com/","Khaled Alameddine","khaleda93","http://khaledalameddine.wordpress.com/feed/","politics",263,0,1446116400,"","0000-00-00 00:00:00","2017-01-03 05:36:13",NULL,NULL,"More than 1 year since last post","khaledalameddine"
"theyellowsocks","the yellow socks","randomness at its best","http://theyellowsocks.wordpress.com/","Lara Zok","zoklara","http://theyellowsocks.wordpress.com/feed/","society",264,1,1503472440,"","0000-00-00 00:00:00","2017-08-23 07:22:10",NULL,NULL,NULL,"theyellowsocks"
"bubblegumfashionface","Bubblegum fashionface","A personal shopper & stylist blogging about fashion, personal style and all sorts of happy inspirations with lots & lots of PINK! ","http://www.bubblegumfashionface.com/","Souzana Baradie","missbubble__","http://www.bubblegumfashionface.com/feeds/posts/default?alt=rss","fashion",265,1,1497358800,"","0000-00-00 00:00:00","2017-06-13 13:02:22",NULL,NULL,NULL,"bubblegumfashionface"
"eyesonbeirut","Eyes on beirut","Eyes on beirut, by michelle ghoussoub","http://eyesonbeirut.wordpress.com/","Michelle Ghoussoub","michelleghsoub","http://eyesonbeirut.wordpress.com/feed/","politics, society",266,0,1418061420,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"eyesonbeirut"
"halaajam","Hala Ajam","Hala Ajam is a beauty blogger & Lebanese Arab celebrity makeup Artist who worked with Arab & International celebrities such as Haifa Wehbe, Nawal Al Zoghbi, Shereen, Queen Rania, Elie Saab, Claudia Schiffer and Many more.","http://www.halaajam.com/","Hala Ajam","halaajam","http://www.halaajam.com/feed/","fashion",267,0,1436883120,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","halaajam"
"absolutegeeks","Absolute Geeks","Unleash The Tech Geek In You","http://absolutegeeks.com","","absolutegeeks","http://www.absolutegeeks.com/category/reviews/feed/","tech",268,1,1507465860,"","0000-00-00 00:00:00","2017-10-08 12:32:07",NULL,NULL,NULL,"absolutegeeks"
"google","Google","Search the world's information, including webpages, images, videos and more. Google has many special features to help you find exactly what you're looking for.","http://google.com","","","","",269,0,0,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"Blog Has no Posts","google"
"chemali","@Face Value","A no-frills ride into the brutally honest opinions of a digital veteran and critical thinker","http://blog.chemali.org/","Patrick Chemali","chemali","http://blog.chemali.org/feeds/posts/default?alt=rss","design,tech",270,1,1497094500,"","0000-00-00 00:00:00","2017-06-10 11:42:05",NULL,NULL,NULL,"chemali"
"howitakemycoffee","How I take my coffee","خبار وقصص وروايات","http://howitakemycoffee.com/","Nadyn Chalhoub","nadynchalhoub","http://howitakemycoffee.com/feed","fashion,society",271,1,1507545240,"","0000-00-00 00:00:00","2017-10-09 10:41:56",NULL,NULL,NULL,"1485597728-howitakemycoffee"
"younglbadult","Thoughts of a Young Lebanese Adult","Blogging directly from a young Lebanese Adult mind, this blog aims to comment events in Lebanon,  and dares to think about social and political changes. I will express my opinion and open debates","http://younglbadult.wordpress.com/","","youngArabadult","http://younglbadult.wordpress.com/feed/","politics, society",272,1,1482057300,"","0000-00-00 00:00:00","2016-12-18 10:42:23",NULL,NULL,NULL,"younglbadult"
"blondedusk","Blonde Dusk","Fashion for go-getters","http://blondedusk.com","Farah Kdouh","blondedusk","http://www.blondedusk.com/feeds/posts/default","fashion",273,1,1499416680,"","0000-00-00 00:00:00","2017-07-07 08:42:14",NULL,NULL,NULL,"blondedusk"
"lfadi","lfadi","Technology, Entrepreneurship/Business and Social Media.","http://lfadi.com/","Fadi Afram","lfadi","http://lfadi.com/feed/","tech, society",274,0,1420234800,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","lfadi"
"sharbelfaraj","Sharbel's Blog","A Lebanese blog by @sharbelfaraj","http://sharbelfaraj.wordpress.com/","Sharbel Faraj","sharbelfaraj","http://sharbelfaraj.wordpress.com/feed/","society,politics",275,1,1501845660,"","0000-00-00 00:00:00","2017-08-04 11:22:19",NULL,NULL,NULL,"sharbelfaraj"
"maba3rif","MaBa3rif","A  blog , to make you laugh ,maybe, maba3rif!","http://maba3rif.wordpress.com/","Wissam Kamal","wissamkamal","http://maba3rif.wordpress.com/feed/","society, humor",276,0,1445443200,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"maba3rif"
"shtoshouwhat","Shto? Shou? What?","Embrace it all. Ukraine via Los Angeles + Beirut + the SF Bay area.","http://shtoshouwhat.com/","","misstreens","http://shtoshouwhat.com/feed/","society, politics",277,0,1429261080,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","shtoshouwhat"
"chitiktikchiti3a","ChiTikTik ChiTi3a","Chitiktik Chiti3a is a space for every free and intellectual mind.","http://chitiktikchiti3a.blogspot.com/","","chitiktik","http://chitiktikchiti3a.blogspot.com/feeds/posts/default?alt=rss","society, books",278,0,1436964420,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","chitiktikchiti3a"
"maureenabood","Rose Water & Orange Blossoms","Modern Musings on Lebanese Cuisine. Stories, photos, and recipes by Maureen Abood.","http://www.maureenabood.com/","Maureen Abood","maureenabood","http://www.maureenabood.com/feed/","food",279,1,1507215960,"","0000-00-00 00:00:00","2017-10-05 15:12:18",NULL,NULL,NULL,"maureenabood"
"toulasblog","Toula's Blog","A Blog about Everything","http://toulasblog.blogspot.com/","Tala Ladki","talald5","http://toulasblog.blogspot.com/feeds/posts/default?alt=rss","society",280,0,1424523960,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","toulasblog"
"breadonbutter","Breadonbutter","Amateur photographer, baker, traveller, design-lover, colorful World","http://www.breadonbutter.com/","","breadonbutter","http://www.breadonbutter.com/feeds/posts/default?alt=rss","food, design",281,1,1481621640,"","0000-00-00 00:00:00","2016-12-13 09:42:32",NULL,NULL,NULL,"breadonbutter"
"nokta3alshutter","shutter نقطة عل","Photography, Evolved","http://www.nokta3alshutter.com/","Foot Nem","footnem","http://www.nokta3alshutter.com/feeds/posts/default?alt=rss","design, photography",282,0,1394185440,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","nokta3alshutter"
"seenye","Seenyé","Discussing Lebanese Brands: The ideas they stand for, the actions they undertake and their visual and verbal style.","http://seenye.com/","Joseph Maaloof","zoozel","http://seenye.com/feed/","design, marketing",283,0,1443528900,"","0000-00-00 00:00:00","2017-01-03 05:36:13",NULL,NULL,"More than 1 year since last post","seenye"
"eliamssawir","Elia's Blog Mssawir","A world full of ambitions and success","http://eliamssawir.net/blog/","Elia Mssawir","eliamssawir","http://eliamssawir.net/blog/feed/","society, design",284,0,1400180640,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","eliamssawir"
"marmiteetponpon","Marmite et Ponpon","Marmite et Ponpon is about my culinary passion, love for arts, travel experience and some DIY","http://marmiteetponpon.com","","marmiteetponpon","http://marmiteetponpon.com/feed/","food, design",285,1,1507096500,"","0000-00-00 00:00:00","2017-10-04 06:02:17",NULL,NULL,NULL,"marmiteetponpon"
"lebmediamonitor","Lebanese Media Monitor","We do not pretend we are right, we only provide another point of view!","http://lebmediamonitor.wordpress.com/","Asaad Zebian","lebmediamonitor","http://lebmediamonitor.wordpress.com/feed/","politics",286,0,1418596380,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","lebmediamonitor"
"blogoftheboss","Blog of the Boss","Strong believer in social change and in the healing power of comedy.","http://blogoftheboss.com/","Ralph Aoun","ralphaoun","http://blogoftheboss.com/feed/","politics, society",287,1,1481710080,"","0000-00-00 00:00:00","2016-12-14 10:15:22",NULL,NULL,NULL,"blogoftheboss"
"mustapha","Mustapha Hamoui's Geek Blog","Tech, Coffee & other exciting things…","http://mustapha.me","Mustapha Hamoui","beirutspring","http://mustapha.me/feed/","tech, society",288,1,1498732860,"","0000-00-00 00:00:00","2017-06-29 10:52:23",NULL,NULL,NULL,"1481962795-mustapha"
"glamroz","Glamroz","Glamroz is a magazine that spreads the beauty and glamour of the Lebanese and Middle Eastern woman. All the good news about her, and the new","http://glamroz.com","Glamroz","glamrozmag","http://glamroz.com/feed/","society",289,1,1503903240,"","0000-00-00 00:00:00","2017-08-28 07:02:58",NULL,NULL,NULL,"glamroz"
"taknologia","Taknologia | Tech Blog","We stride to write the most interesting pieces of technology that interest you the most. ","http://www.taknologia.com","","takno_logia","http://www.taknologia.com/feed/","tech",290,0,1411387440,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","taknologia"
"melissatabeek","Melissa Tabeek","Melissa Tabeek is a freelance journalist currently in Beirut, Lebanon, and reports on politics, culture and refugee-related issues.","http://melissatabeek.com/","Melissa Tabeek","tabeekmelissa","http://melissatabeek.com/feed/","society, politics",291,0,1432139700,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","melissatabeek"
"whatrhymeswithellen","What Rhymes With Ellen","This is a blog for the Lebanon we tell foreigners about, the Lebanon of books, and music, and theatre instead of bombs and botox and barbarians.","http://whatrhymeswithellen.com/","Ellen Francis","rhymeswithellen","http://whatrhymeswithellen.com/feed/","society",292,0,1413911640,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","whatrhymeswithellen"
"natalijelrameid","Natalij Elrameid","Natalij Rameid is Swedish-Lebanese, She works as a nurse and writes about things she likes like fashion","http://natalijelrameid.com/","Natalij Elrameid","","http://feeds.feedburner.com/natalij","fashion,society",293,0,1396620120,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"natalijelrameid"
"tamarindie","Stories from Tamarindie","Stories from the makers of lovely bathrobes & towels","http://www.tamarindie.com/blogs/stories/","Manal Halwani","tamarindie","http://feedproxy.google.com/Tamarindie-Stories","fashion",294,1,1484394420,"","0000-00-00 00:00:00","2017-01-14 12:02:26",NULL,NULL,NULL,"tamarindie"
"betket","BetKet Photography","Ramblings of a photographer","http://betket.wordpress.com/","Betty","betket","http://betket.wordpress.com/feed/","society, design",295,0,1444912740,"","0000-00-00 00:00:00","2017-01-03 05:36:13",NULL,NULL,"More than 1 year since last post","betket"
"elmerehbi","Ibrahim El Merehbi","one mindful bite at a time","http://elmerehbi.wordpress.com/","Ibrahim El Merehbi","astrobob_tk","http://elmerehbi.wordpress.com/feed/","tech",308,1,1504033200,"","0000-00-00 00:00:00","2017-08-29 22:42:08",NULL,NULL,NULL,"elmerehbi"
"livia-murray-execmag","Livia Murray at Executive Magazine","Livia covers entrepreneurship and economic policy for Executive.","http://www.executive-magazine.com/author/livia-murray","Livia Murray","executivemag","http://www.executive-magazine.com/author/livia-murray/feed","columnists, tech, business",309,0,1431341580,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","livia-murray-execmag"
"stylememaria","Style Me Maria","Architect and mom of 2, blogging about comfy personal style, beauty, sinful food, travel, motherhood, events and the occasional rant.","http://www.stylememaria.com/","Maria Hage-Boutros Najem","stylememaria","http://www.stylememaria.com/?feed=rss2","fashion",297,1,1506714900,"","0000-00-00 00:00:00","2017-09-29 20:02:16",NULL,NULL,NULL,"stylememaria"
"fadykataya","Fady Kataya Beauty Lounge","Fady Kataya's Official Blog","http://fadykataya.wordpress.com","Fady Kataya","fadykataya","http://fadykataya.wordpress.com/feed/","fashion",322,1,1450803600,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"fadykataya"
"toutbeyrouth","Tout Beyrouth","Bienvenue sur TOUT BEYROUTH, le magazine de mes coups de coeur dans la capitale libanaise et partout dans le monde!","http://www.toutbeyrouth.com/","","toutbeyrouth","http://www.toutbeyrouth.com/feed/","fashion",296,1,1456163700,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"toutbeyrouth"
"dyslexialb","Dyslexia Association Lebanon","This blog was created to instill awareness in Lebanese people about Dyslexia.","http://dyslexialb.blogspot.com/","Melissa Louis","dyslexialb","http://dyslexialb.blogspot.com/feeds/posts/default?alt=rss","society",298,0,1431195480,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","dyslexialb"
"unelibanaiseaparis","Une libanaise à Paris","I see life as a daily marvel, which is why I created this blog about l’art de vivre.","http://unelibanaiseaparis.com/","Samar Youssef","samar__youssef","http://unelibanaiseaparis.com/feed/","fashion",299,0,1408627140,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"unelibanaiseaparis"
"behindthef","BehindTheF","A new concept of fashion and lifestyle blogging ","http://behindthef.wordpress.com/","","behindthef","http://behindthef.wordpress.com/feed/","fashion",300,1,1492939800,"","0000-00-00 00:00:00","2017-04-23 09:32:41",NULL,NULL,NULL,"behindthef"
"abedkataya","Abed Kataya","مستقيل من كل شيء .. من الحياة و الجمود , من الوجود و العدم .. أبحث عن نفسي بين سطور الحياة , و أكتب على صفحاتها حبراً أبيضا ....","http://abedkataya.wordpress.com/","Abed Kataya","kataya_abd","http://abedkataya.wordpress.com/feed/","society, technology",301,1,1505113980,"","0000-00-00 00:00:00","2017-09-11 07:22:15",NULL,NULL,NULL,"abedkataya"
"kamyoon","Kamyoon","لما يخبطك الكميون، ما راح تعرف شي من شي","http://www.kamyoon.com/","Bassam Saadeh","saadehbassam","http://www.kamyoon.com/feeds/posts/default?alt=rss","society, politics",302,0,1444377300,"","0000-00-00 00:00:00","2017-01-03 05:36:13",NULL,NULL,"More than 1 year since last post","kamyoon"
"supermamalebanon","Super Mama: Lebanon Edition","A Personal Blog that Grew into a Community to Empower And Educate Women","http://www.supermamalb.com/","Yasmina Audi","yasmina_audi","http://www.supermamalb.com/feed","society",303,1,1505737500,"","0000-00-00 00:00:00","2017-09-18 12:32:42",NULL,NULL,NULL,"supermommybeirut"
"vwsquarebacktolife","1973 VW Squareback to Life","Brought home some 10 years ago, this 1973 VW Squareback was my first car. It has been well taken care of by my dad who is an air-cooled VW wiz, but now I'm going to give my Type 3 the TLC she deserves. I'm taking it to the next level: Show Quality!","http://vwsquarebacktolife.blogspot.com/","Bassam Antoun","","http://vwsquarebacktolife.blogspot.com/feeds/posts/default?alt=rss","society",304,0,1419713220,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","vwsquarebacktolife"
"dinahamzeh","Dina Hamzeh","Thinking out loud ","http://dinahamzeh.wordpress.com/","Dinah Hamzeh","dinahamzehh","http://dinahamzeh.wordpress.com/feed/","society",306,1,1469102160,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"dinahamzeh"
"thomas-schellen-execmag","Thomas Schellen at Executive Magazine","Thomas Schellen is Executive's MENA Business and Real Estate editor. He has been covering business in the Middle East for nearly two decades.","http://www.executive-magazine.com/author/thomas-schellen","Thomas Schellen","executivemag","http://www.executive-magazine.com/author/thomas-schellen/feed","columnists, tech, business",310,1,1505458800,"","0000-00-00 00:00:00","2017-09-15 07:02:28",NULL,NULL,NULL,"thomas-schellen-execmag"
"atouchofdesign","A Touch Of Design","Introducing a new dais for design in general which can include interior/architecture design and ARTS  ","http://atouchofdesign.wordpress.com/","Mohamad Abdallah","moe_dfrnt","http://atouchofdesign.wordpress.com/feed/","design",311,0,1415115240,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","atouchofdesign"
"nabila-rahhal-execmag","Nabila Rahhal at Executive Magazine","Nabila covers hospitality and retail, as well as occasional projects on her other interests - which include education and mental health. ","http://www.executive-magazine.com/author/nabila-rahhal","Nabila Rahhal","nabilarahhal","http://www.executive-magazine.com/author/nabila-rahhal/feed","columnists, business",312,1,1507192080,"","0000-00-00 00:00:00","2017-10-05 08:32:38",NULL,NULL,NULL,"nabila-rahhal-execmag"
"matt-nash-execmag","Matt Nash at Executive Magazine","Matt is Executive's Economics & Policy Editor. He has been reporting on Lebanon and regional issues for seven years, particularly specializing in oil and gas, politics and legal matters.","http://www.executive-magazine.com/author/matt-nash","Matt Nash","mattnash13","http://www.executive-magazine.com/author/matt-nash/feed","business, society, politics",313,1,1507197540,"","0000-00-00 00:00:00","2017-10-05 10:02:31",NULL,NULL,NULL,"matt-nash-execmag"
"eastreport","The East Report - تقرير الشرق","Honest and direct analysis and opinions about the issues of the east","http://eastreport.blogspot.com/","Adel Noureddine","theeastreport","http://eastreport.blogspot.com/feeds/posts/default?alt=rss","politics",314,0,1407398400,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","eastreport"
"gajreige","The Pink Panther","Global business simplified","http://gajreige.wordpress.com/","George Jreige","georgejreige","http://gajreige.wordpress.com/feed/","business",315,1,1506956520,"","0000-00-00 00:00:00","2017-10-02 15:02:33",NULL,NULL,"","gajreige"
"tfour","Digital and Technology Blog in Middle East ","TFour.me is a digital and technology blog in the Middle East, where we talk about  Tech Entertainment, Social Networks, Digital Trends and post career opportunities in this field","http://tfour.me/","Hussein Dajani","tfour_me","http://tfour.me/feed/","tech",316,1,1454899140,"","0000-00-00 00:00:00","2016-10-05 19:57:13",NULL,NULL,NULL,"tfour"
"allobeirut","Allo Beirut ","Etudiant. Beyrouthin. Passionné de photographie, d’architecture, de cinéma, de musique, d’art.","http://allobeirut.blogspot.com/","Mohamed Maki","mohamedmaki","http://allobeirut.blogspot.com/feeds/posts/default?alt=rss","society",317,0,1403432940,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","allobeirut"
"pamghanem","من كل وادي عصا","مدونة لا علاقة لها بالمؤامرة الكونية والصراع العربي الاسرائيلي","http://pamghanem.wordpress.com","Pamela Ghanem","pamoula","http://pamghanem.wordpress.com/feed/","society, politics",318,1,1500913980,"","0000-00-00 00:00:00","2017-07-24 16:42:56",NULL,NULL,NULL,"pamghanem"
"modeaupoint","Mode au point","Un fashion blog pour tous qui met au point la mode pour vous","http://www.modeaupoint.blogspot.com/","Larahenoud","","http://modeaupoint.blogspot.com/feeds/posts/default?alt=rss","fashion",319,0,1406202120,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","modeaupoint"
"lejournaldeleen","Le Journal De Leen ","Love, with a capital L.","http://lejournaldeleen.blogspot.com/","Lynn Tabbara","LeJournaldeLeen","http://lejournaldeleen.blogspot.com/feeds/posts/default?alt=rss","fashion",320,1,1492967940,"","0000-00-00 00:00:00","2017-04-23 17:22:56",NULL,NULL,"More than 1 year since last post","lejournaldeleen"
"driftersguide","Drifter's Guide to the Planet - Travel Blog","Drifter’s Guide To The Planet is a travel blog and resource about living unconventionally, discovering the world and yourself along the way...","http://www.driftersguidetotheplanet.com/","","driftersguide","http://driftersguidetotheplanet.com/feed/","society",321,1,1504769040,"","0000-00-00 00:00:00","2017-09-07 07:32:38",NULL,NULL,NULL,"1473174704-driftersguide"
"bowtiearabia","Bow tie arabia","Arab men's fashion tips, style guide and everything a man needs to know. We love fashion too!","http://bowtiearabia.wordpress.com/","","bowtiearabia","http://bowtiearabia.wordpress.com/feed/","fashion",323,0,1409560500,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","bowtiearabia"
"fashionteacup","Fashion Tea Cup","Bipolar Fashion & Lifestyle blog.","http://fashionteacup.blogspot.fr/","Thea Mechleb","theamechleb","http://fashionteacup.blogspot.com/feeds/posts/default?alt=rss","fashion",324,1,1504635060,"","0000-00-00 00:00:00","2017-09-05 18:12:56",NULL,NULL,NULL,"fashionteacup"
"farewellchronicles","The Farewell Chronicles","An Al-Akhbar blog by Raafat Majzoub, an architect, author and artist living in Beirut","http://english.al-akhbar.com/blogs/farewell-chronicles","Raafat Majzoub","raafatmajzoub","http://english.al-akhbar.com/blogs/farewell-chronicles/feed","politics, society",325,0,1423822080,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","farewellchronicles"
"ibosblog","Bob's blog","Focus on the brighter side of life: reviews of my favorite pass time, like books, series, and movies, in addition to the unfortunate political commentary","http://ibosblog.blogspot.com/","Ibrahim el Jouhari","bobjaw","http://ibosblog.blogspot.com/feeds/posts/default?alt=rss","media",326,1,1483705800,"","0000-00-00 00:00:00","2017-01-06 12:32:57",NULL,NULL,NULL,"ibosblog"
"streetfoodgalore","Street Food Galore","Awarded most restaurant reviewer in Australia by TripAdvisor. I have a great appreciation for cooking, traveling & culture; ","http://streetfoodgalore.com/","Tina Abou Taan","tina_lb","http://streetfoodgalore.com/feed/","food",327,1,1464192420,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"streetfoodgalore"
"thewardrobesoldier","wardrobe soldier","fashion blogger, culture enquirer, Lebanon lover, major daydreamer, and student!","http://thewardrobesoldier.com/","Maria Sarrouh","wardrobesoldier","http://thewardrobesoldier.com/feed","fashion",328,0,1437667140,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","thewardrobesoldier"
"modenomade","Mode Nomade","Go where inspiration takes you","http://modenomade.wordpress.com/","Cynthia Zogheyb","modenomade","http://modenomade.wordpress.com/feed/","fashion",329,1,1507277520,"","0000-00-00 00:00:00","2017-10-06 08:22:32",NULL,NULL,NULL,"modenomade"
"innerbeautybymariam","      Inner Beauty By Mariam","Everything  about fashion, style, movies, drawing , food and much more !","http://innerbeautybymariam.blogspot.com/","Mariam Halabi","innerbeautybym","http://innerbeautybymariam.blogspot.com/feeds/posts/default?alt=rss","fashion",330,1,1481643780,"","0000-00-00 00:00:00","2016-12-13 15:43:30",NULL,NULL,NULL,"innerbeautybymariam"
"heelsoverheads","Heels Over Heads","I've got Vodka in my blood and Hummus in my system. ","http://www.heelsoverheads.com/","Daniela Sk","daniela_sk","http://www.heelsoverheads.com/feeds/posts/default?alt=rss","fashion",331,1,1462357020,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"heelsoverheads"
"maiahmdn","Do Not Make A Life Plan","What makes other people laugh doesn't make me laugh.","http://maiahmdn.wordpress.com/","Hamdoun Maia","maiahmdn","http://maiahmdn.wordpress.com/feed/","society",332,1,1483655580,"","0000-00-00 00:00:00","2017-01-05 22:42:53",NULL,NULL,NULL,"maiahmdn"
"brownieboxblog","Brownie Box","a blog about my favorite baking recipes","http://brownieboxblog.wordpress.com/","Tania Bou Samra","taniabousamra","http://brownieboxblog.wordpress.com/feed/","food",333,1,1505338260,"","0000-00-00 00:00:00","2017-09-14 14:22:21",NULL,NULL,NULL,"brownieboxblog"
"lebanesefashionistanyc","PreciousC . Me","Lebanese Fashionista NYC","http://lebanesefashionistanyc.com/","cynthia douaiher","cynthiadou","http://lebanesefashionistanyc.com/feed/","fashion",334,0,1410888060,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,"More than 1 year since last post","lebanesefashionistanyc"
"rampurple","Rampurple","Life on a Paper Boat","http://rampurple.wordpress.com/","Rita Makhoul","rampurple","http://rampurple.wordpress.com/feed/","society",335,0,1441708200,"","0000-00-00 00:00:00","2017-01-03 05:36:13",NULL,NULL,"More than 1 year since last post","rampurple"
"myoungds","Michael Young at The Daily Star","Michael Young is opinion editor of THE DAILY STAR.","http://dailystar.com.lb/Michael-Young.ashx#axzz2lGySus7D","","beirutcalling",NULL,"columnists, politics",336,0,1459403864,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"myoungds"
"rkhourids","Rami G Khouri at The Daily Star","Rami G. Khouri is published twice weekly by THE DAILY STAR.","http://www.dailystar.com.lb/Rami-G-Khouri.ashx#axzz2mEhnis1W","","ramikhouri",NULL,"columnists, politics",337,0,1469858513,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"rkhourids"
"hghaddarnl","Hanin Ghaddar at Now Lebanon","Hanin Ghaddar is the Managing Editor of NOW - English, where she has written on Lebanese and regional politics. She contributes regularly to a number of magazines and newspapers, including The New York Times and Foreign Policy. ","https://now.mmedia.me/lb/en/Author/Hanin.Ghadar","","haningdr",NULL,"columnists, politics",338,0,1466578948,"","0000-00-00 00:00:00","2016-08-01 19:32:23",NULL,NULL,NULL,"hghaddarnl"
